Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ichthyerpetum,hibernicum,Ichthyerpetum hibernicum,Lydekker,1891,Lydekker (1891),NMI,F14713,NMI.F14713,Holotype,UK,UK,Junior synonym,formerly NMING F14713
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Icthycanthus,platypus,Icthycanthus platypus,Cope,1877,Cope (1877),AMNH,FARB 2002,AMNH 4313,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,Derwentiinae,Rhytidosteidae,Indobrachyops,panchetensis,Indobrachyops panchetensis,"von Huene, Sahni",1958,"von Huene, Sahni (1958)",GSI,17754,GSI 14046,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Indolyrocephalus,panchetensis,Indolyrocephalus panchetensis,Tripathi,1969,Tripathi (1969),GSI,17879,GSI 17878,Holotype,India,India,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Inflectosaurus,amplus,Inflectosaurus amplus,Shishkin,1960a,Shishkin (1960a),PIN,2242/1,PIN 2242/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Intasuchidae,N/A,Intasuchidae,Intasuchus,silvicola,Intasuchus silvicola,Konzhukova,1956,Konzhukova (1956),PIN,570/1,PIN 570/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,N/A,Dissorophidae,Iratusaurus,vorax,Iratusaurus vorax,Gubin,1980,Gubin (1980),PIN,164/300,PIN 164/300,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Isodectes,megalops,Isodectes megalops,Cope,1896c,Cope (1896c),AMNH,FARB 4329,AMNH FARB 4310,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Eobrachyopoidae,N/A,Eobrachyopoidae,Isodectes,obtusus,Isodectes obtusus,Cope,1868,Cope (1868),AMNH,FARB 6928,AMNH FARB 6924,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Jammerbergia,formops,Jammerbergia formops,"Damiani, Hancox",2003,"Damiani, Hancox (2003)",NMQR,1436,NMQR 1436,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Kalamoiketor,pinkleyi,Kalamoiketor pinkleyi,"Branson, Mehl",1929,"Branson, Mehl (1929)",MU,554,MU 554,Holotype,USA,USA,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Kamacops,acervalis,Kamacops acervalis,Gubin,1980,Gubin (1980),PIN,3817/1,PIN 3817/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Kashmirosaurus,ornatus,Kashmirosaurus ornatus,Woodward,1905,Woodward (1905),GSI,8672,GSI 4297,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Keratobrachyops,australis,Keratobrachyops australis,Warren,1981,Warren (1981),QM,F10115,QM F10115,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Kermitops,gratus,Kermitops gratus,"So, Pardo, Mann",2024,"So, Pardo, Mann (2024)",USNM,407585,USNM 407585,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Kestrosaurus,dreyeri,Kestrosaurus dreyeri,Haughton,1925,Haughton (1925),SAM-PK,3452,SAM-PK-3452,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Kestrosaurus,kitchingi,Kestrosaurus kitchingi,"Shishkin, Rubidge, Hancox, Welman",2004,"Shishkin, Rubidge, Hancox, Welman (2004)",BP,1/5359,BP/1/4223,Holotype,South Africa,South Africa,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Klauswaldia,nobile,Klauswaldia nobile,"Krätschmer, Resch",2005,"Krätschmer, Resch (2005)",n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Koinia,silantjevi,Koinia silantjevi,Gubin,1993,Gubin (1993),PIN,4416/15,PIN 4416/15,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Komatosuchus,chalyshevi,Komatosuchus chalyshevi,"Novikov, Shishkin",1992,"Novikov, Shishkin (1992)",PIN,4370/2,PIN 4370/2,Holotype,Russia,Russia,"Disputed (genus, species)","Russian workers consider this valid, whereas non-Russian workers largely regard it as undiagnostic"
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Konzhukoviidae,N/A,Konzhukoviidae,Konzhukovia,sangabrielensis,Konzhukovia sangabrielensis,"Pacheco, Eltink, Müller, Dias-da-Silva",2017,"Pacheco, Eltink, Müller, Dias-da-Silva (2017)",UNIPAMPA,PV 00137,UNIPAMPA PV 00137,Holotype,Brazil,Brazil,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Konzhukoviidae,N/A,Konzhukoviidae,Konzhukovia,tarda,Konzhukovia tarda,Gubin,1991,Gubin (1991),PIN,1758/253,PIN 1758/253,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Konzhukoviidae,N/A,Konzhukoviidae,Konzhukovia,vetusta,Konzhukovia vetusta,Konzhukova,1955,Konzhukova (1955),PIN,520/1,PIN 520/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Koolasuchus,cleelandi,Koolasuchus cleelandi,"Warren, Rich, Vickers-Rich",1997,"Warren, Rich, Vickers-Rich (1997)",NMV,P186213,NMV P186213,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Korkonterpeton,kalnense,Korkonterpeton kalnense,"Werneburg, Stamberg, Steyer",2020,"Werneburg, Stamberg, Steyer (2020)",MHK,82447,MHK 82447,Holotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Koskinonodon,bakeri,Koskinonodon bakeri,,, (),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Koskinonodon,princeps,Koskinonodon princeps,"Branson, Mehl",1929,"Branson, Mehl (1929)",MU,537,MU 537,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Kourerpeton,bradyi,Kourerpeton bradyi,"Olson, Lammers",1976,"Olson, Lammers (1976)",MMMN,V-600,MMMN V-600,Holotype,Canada,USA?,Valid,locality speculated to be Texas (USA)
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Kryostega,collinsoni,Kryostega collinsoni,"Sidor, Damiani, Hammer",2008,"Sidor, Damiani, Hammer (2008)",AMNH,FARB 24419,AMNH FARB 24411,Holotype,USA,Antarctica,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Kuttycephalus,triangularis,Kuttycephalus triangularis,Sengupta,1995,Sengupta (1995),ISI,A 50,ISI A 50,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,N/A,Benthosuchidae,Kwatisuchus,rosai,Kwatisuchus rosai,"Pinheiro, Eltink, Paes-Neto, Machado, Simões, Pierce",2024,"Pinheiro, Eltink, Paes-Neto, Machado, Simões, Pierce (2024)",UNIPAMPA,765,UNIPAMPA 765,Holotype,Brazil,Brazil,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Labyrinthodon,laniarius,Labyrinthodon laniarius,Owen,1842,Owen (1842),unknown,unknown,unknown,Holotype,unknown,UK,Nomen dubium,current location unknown
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Labyrinthodon,leptognathus,Labyrinthodon leptognathus,Owen,1842,Owen (1842),WARMS,Gz.38,WARMS Gz.38,Lectotype,UK,UK,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Labyrinthodon,ocella,Labyrinthodon ocella,von Meyer,1848,von Meyer (1848),unknown,unknown,unknown,Type (unspecified),unknown,Germany,Junior synonym,originally in Dunker collection (Germany); information unknown from literature available to me
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,N/A,Cyclotosauridae,Labyrinthodon,pachygnathus,Labyrinthodon pachygnathus,Owen,1842,Owen (1842),WARMS,Gz.14,WARMS Gz.14,Holotype,UK,UK,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Labyrinthodon,panchetensis,Labyrinthodon panchetensis,Tripathi,1969,Tripathi (1969),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Labyrinthodon,salamandroides,Labyrinthodon salamandroides,Owen,1842,Owen (1842),SMNS,55911,SMNS 55911,Lectotype,Germany,Germany,Junior synonym,lectotype is same as that of M. giganteus
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Labyrinthodon,ventricosus,Labyrinthodon ventricosus,Owen,1842,Owen (1842),unknown,unknown,unknown,Holotype,unknown,UK,Nomen dubium,current location unknown
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Laccocephalus,inseperatus,Laccocephalus inseperatus,Watson,1919,Watson (1919),NHMUK,R.532,NHMUK R.532,Holotype,UK,South Africa,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Australerpetinae,Rhinesuchidae,Laccosaurus,watsoni,Laccosaurus watsoni,Haughton,1925,Haughton (1925),SAM-PK,4010,SAM-PK-4010,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Lafonius,lehmani,Lafonius lehmani,Berman,1973,Berman (1973),CM,25474,CM unknown,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Laidleria,gracilis,Laidleria gracilis,Kitching,1957,Kitching (1957),AMG,4313,AMG F125866,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Lapillopsis,nana,Lapillopsis nana,"Warren, Hutchinson",1990,"Warren, Hutchinson (1990)",QM,F12284,QM F12284,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Trematosauria,Stereospondyli,N/A,N/A,N/A,Latiscopidae,N/A,Latiscopidae,Latiscopus,disjunctus,Latiscopus disjunctus,Wilson,1948,Wilson (1948),UT-BEG,31025-182,UT-BEG 31025-182,Holotype,USA,USA,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leptophractus,dentatus,Leptophractus dentatus,Moodie,1916,Moodie (1916),AMNH,FARB 6946,AMNH FARB 6929,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leptorophus,levis,Leptorophus levis,Watson,1963,Watson (1963),CAMZM,T.19,CAMZM T.173,Holotype,UK,Germany,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Leptorophus,raischi,Leptorophus raischi,Schoch,2014,Schoch (2014),UGKU,1800,UGKU 1800,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Leptorophus,tener,Leptorophus tener,Schönfeld,1911,Schönfeld (1911),MMG,PzP1,MMG PzP1,Holotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Limnerpeton,macrolepis,Limnerpeton macrolepis,Frič,1881,Frič (1881),NMP,M472,NMP M472,Lectotype,Czech Republic,Czech Republic,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Limnerpeton,modestum,Limnerpeton modestum,Frič,1881,Frič (1881),NMP,M464,NMP M464,Holotype,Czech Republic,Czech Republic,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Limnogyrinus,edani,Limnogyrinus edani,Werneburg,1989a,Werneburg (1989a),FG,321/8/157,FG 321/10/28,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Limnogyrinus,elegans,Limnogyrinus elegans,Frič,1881,Frič (1881),NMP,477,NMP 477,Holotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Limnoiketes,paludinatans,Limnoiketes paludinatans,Parrington,1948,Parrington (1948),CAMZM,T.214,CAMZMT.288,Holotype,UK,South Africa,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lonchorhynchus,oebergi,Lonchorhynchus oebergi,Wiman,1910,Wiman (1910),NRM,B.1,NRM B.1,Holotype,Sweden,Norway,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Longiscitula,houghae,Longiscitula houghae,DeMar,1966,DeMar (1966),FMNH,UR 430,FMNH UR 38,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lusor,tenellus,Lusor tenellus,Steen,1938,Steen (1938),NMP,M1387,NMP M1387,Holotype,Czech Republic,Czech Republic,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,Luzocephalus,blomi,Luzocephalus blomi,Shishkin,1980,Shishkin (1980),PIN,3784/1,PIN 3784/1,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Luzocephalus,johannsoni,Luzocephalus johannsoni,Säve-Söderbergh,1935,Säve-Söderbergh (1935),MGUH,At.28,MGUHAt.28,Holotype,Denmark,Greenland,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,Lydekkerina,huxleyi,Lydekkerina huxleyi,Lydekker,1889,Lydekker (1889),NHMUK,R.507,NHMUK R.507,Holotype,UK,South Africa,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lydekkerina,kitchingi,Lydekkerina kitchingi,Broom,1948,Broom (1948),BP,1/214,BP/1/213,Holotype,South Africa,South Africa,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Lyrocephaliscus,euri,Lyrocephaliscus euri,Wiman,1913,Wiman (1913),PIU,U.1,PIU U.1,Holotype,Sweden,Norway,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lyrocephalus,rapax,Lyrocephalus rapax,Säve-Söderbergh,1935,Säve-Söderbergh (1935),MGUH,At.19,MGUHAt.19,Holotype,Denmark,Greenland,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lysipterygium,deterrai,Lysipterygium deterrai,Branson,1935,Branson (1935),YPM,VP 002183,YPM VP 002183,Holotype,USA,Kashmir,Junior synonym,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Lysipterygium,risinense,Lysipterygium risinense,"Wadia, Swinton",1928,"Wadia, Swinton (1928)",GSI,14046,GSI N 832,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Rhachitomi,Macrerpeton,huxleyi,Macrerpeton huxleyi,Cope,1874,Cope (1874),AMNH,FARB 6834,AMNH FARB 5749,Holotype,USA,USA,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Macromerion,abbreviatum,Macromerion abbreviatum,Frič,1885b,Frič (1885b),NMP,596,NMP 596,Holotype,Czech Republic,Czech Republic,Nomen dubium,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Macromerion,bicolor,Macromerion bicolor,Frič,1885b,Frič (1885b),NMP,593,NMP 593,Holotype,Czech Republic,Czech Republic,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Macromerion,guembeli,Macromerion guembeli,Ammon,1889,Ammon (1889),BSP,uncatalogued,BSP BT uncatalogued,Holotype,Germany,Germany,Junior synonym,formerly at BSP (destroyed)
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Macromerion,juvenile,Macromerion juvenile,Frič,1885b,Frič (1885b),NMP,595,NMP 595,Type (unspecified),Czech Republic,Czech Republic,Junior synonym,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Macromerion,pauperum,Macromerion pauperum,Frič,1885b,Frič (1885b),NMP,uncatalogued,NMP uncatalogued,Holotype,Czech Republic,Czech Republic,Nomen dubium,
N,N,N,N,N/A,N/A,N/A,N/A,N/A,Tetrapoda,Macromerium,bayeri,Macromerium bayeri,Frič,1885,Frič (1885),NHMUK,R.1467,NHMUK R.1467,Holotype,UK,Czech Republic,Nomen dubium,questionably temnospondyl
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahavisaurus,australis,Mahavisaurus australis,Lehman,1966,Lehman (1966),MNHN,MAE 3048,MNHN MAE 3048,Holotype,France,Madagascar,Junior synonym,"Schoch & Milner (2000:83) list the holotype as MNHN MAE 3038, not MAE 3048"
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,Lehman,1966,Lehman (1966),MNHN,MAE 3037,MNHN MAE 3037,Holotype,France,Madagascar,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Manubrantlia,khaki,Manubrantlia khaki,"Yates, Sengupta",2002,"Yates, Sengupta (2002)",ISI,A 57,ISI A 57,Holotype,India,India,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mastodonsaurus,acuminatus,Mastodonsaurus acuminatus,Fraas,1889,Fraas (1889),unknown,unknown,unknown,Type (unspecified),unknown,Germany,Junior synonym,information unknown from literature available to me
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,cappelensis,Mastodonsaurus cappelensis,Wepfer,1923a,Wepfer (1923a),STIPB,R-390,STIPB-R-390,Lectotype,Germany,Germany,Valid,compare Schoch & Milner (2000) with Damiani (2001a)
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mastodonsaurus,cyclotis,Mastodonsaurus cyclotis,Quenstedt,1850,Quenstedt (1850),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,Quenstedt (1850) referred the same material to two taxa
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,giganteus,Mastodonsaurus giganteus,Jaeger,1828,Jaeger (1828),SMNS,55911,SMNS 55911,Lectotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastodonsaurus,indicus,Mastodonsaurus indicus,Lydekker,1890b,Lydekker (1890b),IM,H20/6,IM H20/6,Holotype,India,India,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mastodonsaurus,ingens,Mastodonsaurus ingens,Trusheim,1937,Trusheim (1937),unknown,unknown,unknown,Type (unspecified),unknown,Germany,Nomen dubium,"suggested to be a junior synonym of M. cappelensis by Schoch (1999), but this was not addressed in the revision of the taxon by Schoch et al. (2023); information unknown from literature available to me"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mastodonsaurus,jaegeri,Mastodonsaurus jaegeri,Holl,1829,Holl (1829),SMNS,55911,SMNS 55911,Lectotype,Germany,Germany,Junior synonym,lectotype is same as that of M. giganteus
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastodonsaurus,keuperinus,Mastodonsaurus keuperinus,Fraas,1889,Fraas (1889),SMNS,4937,SMNS 4937,Type (unspecified),Germany,Germany,Nomen dubium,type was likely not designated by Fraas; this is one of the originally referred specimens
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,lavisi,Mastodonsaurus lavisi,Seeley,1876,Seeley (1876),NHMUK,R.4215,NHMUK R.4215,Holotype,UK,UK,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mastodonsaurus,maximus,Mastodonsaurus maximus,Ochev,1958,Ochev (1958),unknown,unknown,unknown,Type (unspecified),unknown,Russia,Junior synonym,information unknown from literature available to me
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Mastodonsaurus,meyeri,Mastodonsaurus meyeri,Muenster,1834,Muenster (1834),unknown,unknown,unknown,Holotype,unknown,Germany,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastodonsaurus,silesiacus,Mastodonsaurus silesiacus,Kunisch,1885,Kunisch (1885),unknown,unknown,unknown,Holotype,unknown,Poland,Nomen dubium,"no specimen number defined in Schoch & Milner (2000); Damiani (2001a) suggested it as a junior synonym of Parotosuchus nasutus, but it was not included in Schoch's (2018) latest revision"
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,torvus,Mastodonsaurus torvus,Konzhukova,1955,Konzhukova (1955),PIN,415/1,PIN 415/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,vaslenensis,Mastodonsaurus vaslenensis,von Meyer,1847-1855,von Meyer (1847-1855),unknown,unknown,unknown,Type (unspecified),unknown,France,Nomen dubium,"information unknown from literature available to me, sometimes considered a possible senior synonym of Mastodonsaurus cappelensis"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mastodonsaurus,weigelti,Mastodonsaurus weigelti,Wagner,1935,Wagner (1935),GIH,BS1,GIH uncatalogued,Type (unspecified),Germany,Germany,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastondosaurus,andriani,Mastondosaurus andriani,Muenster,1839,Muenster (1839),BSP,BT uncatalogued,BSP BT 14,Holotype,Germany,Germany,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Mattauschia,laticeps,Mattauschia laticeps,Frič,1881,Frič (1881),NMP,M470/471,NMP M470/471,Lectotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mazonerpeton,longicaudatum,Mazonerpeton longicaudatum,Moodie,1912,Moodie (1912),YPM,VP 000795,YPM VP 000795,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Megalophthalma,ockerti,Megalophthalma ockerti,"Schoch, Milner, Witzmann",2014,"Schoch, Milner, Witzmann (2014)",MHI,2047,MHI 2047,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,arnhardti,Melanerpeton arnhardti,Werneburg,1988a,Werneburg (1988a),NHMS,195/43-44,NHMS 195/43-44,Holotype,Germany,Germany,Valid,
