Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
177,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,megacephalus,Eryops megacephalus,Cope,1878,Cope (1878),AMNH,FARB 4189,AMNH FARB 4006,Holotype,USA,USA,Valid,
178,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Eryops,oweni,Eryops oweni,Lydekker,1890a,Lydekker (1890a),NHMUK,R.466,NHMUK R.466,Holotype,UK,South Africa,Nomen dubium,
179,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Eryosuchidae,N/A,Eryosuchidae,Eryosuchus,antiquus,Eryosuchus antiquus,Ochev,1966,Ochev (1966),PIN,104/3515,PIN 104/3515,Holotype,Russia,Russia,Nomen dubium,
180,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Eryosuchidae,N/A,Eryosuchidae,Eryosuchus,garjainovi,Eryosuchus garjainovi,Ochev,1966,Ochev (1966),PIN,104/3521,PIN 104/3521,Holotype,Russia,Russia,Valid,
181,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Eryosuchidae,N/A,Eryosuchidae,Eryosuchus,tverdochlebovi,Eryosuchus tverdochlebovi,Ochev,1966,Ochev (1966),PIN,104/3090,PIN 104/3090,Holotype,Russia,Russia,Valid,
182,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Erythrobatrachus,noonkanbahensis,Erythrobatrachus noonkanbahensis,"Cosgriff, Garbutt",1972,"Cosgriff, Garbutt (1972)",WAM,62.1.46,WAM 62.1.46,Holotype,Australia,Australia,Valid,
183,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Euchirosaurus,rochei,Euchirosaurus rochei,Gaudry,1879,Gaudry (1879),MNHN,1879-6,MNHN 1879-6,Holotype,France,France,Nomen dubium,
184,Temnospondyli,Rhachitomi,Trematosauria,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Eueplor,durus,Eueplor durus,Cope,1868,Cope (1868),AMNH,FARB 3927,AMNH FARB 3029,Holotype,USA,USA,Nomen dubium,
185,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,N/A,N/A,Dvinosauria,Eugyrinus,wildi,Eugyrinus wildi,Woodward,1891,Woodward (1891),MANCH,W.1222,MANCH W.1222,Holotype,UK,UK,Valid,
186,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Eumicrerpeton,parvum,Eumicrerpeton parvum,Moodie,1910,Moodie (1910),YPM,VP 000803,YPM VP 000803,Holotype,USA,USA,Disputed (species),"at least some of the specimens referred to this taxon are regarded as either specimens of Amphibamus grandiceps or as indeterminate larvae (e.g., Milner, 1982; Boy, 1987; Schoch & Milner, 2014; Schoch, 2022)"
187,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Eurycervix,postumus,Eurycervix postumus,von Huene,1902,von Huene (1902),unknown,unknown,unknown,Type (unspecified),unknown,Germany,Nomen dubium,information unknown from literature available to me
188,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Rhachitomi,Fayella,chickashaensis,Fayella chickashaensis,Olson,1965a,Olson (1965a),FMNH,UR 1004,FMNH UR 1002,Holotype,USA,USA,Nomen dubium,
189,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Fedexia,striegeli,Fedexia striegeli,"Berman, Henrici, Brezinski, Kollar",2010,"Berman, Henrici, Brezinski, Kollar (2010)",CM,76867,CM 41705,Holotype,USA,USA,Valid,
190,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Ferganobatrachus,riabinini,Ferganobatrachus riabinini,Nessov,1990,Nessov (1990),TsNIGR,6/12217,TsNIGR 6/12217,Holotype,Russia,Kyrgyzstan,"Disputed (genus, species)","most workers do not consider the material sufficient to be diagnosed (but see Averianov et al., 2008, for usage)"
191,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Georgenthalia,clavinasica,Georgenthalia clavinasica,"Anderson, Henrici, Sumida, Martens, Berman",2008,"Anderson, Henrici, Sumida, Martens, Berman (2008)",MNG,11135,MNG 11135,Holotype,Germany,Germany,Valid,
192,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Gerobatrachus,hottoni,Gerobatrachus hottoni,"Anderson, Reisz, Scott, Fröbisch, Sumida",2008,"Anderson, Reisz, Scott, Fröbisch, Sumida (2008)",USNM,40971,USNM 40971,Holotype,USA,USA,Valid,
193,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosaurinae,Plagiosauridae,Gerrothorax,pulcherrimus,Gerrothorax pulcherrimus,Fraas,1913,Fraas (1913),SMNS,12592,SMNS 12592,Holotype,Germany,Germany,Valid,
194,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Glanochthon,angusta,Glanochthon angusta,"Schoch, Witzmann",2009b,"Schoch, Witzmann (2009b)",GPIM,N 1217,GPIM-N 1203,Holotype,Germany,Germany,Valid,
195,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Glanochthon,latirostre,Glanochthon latirostre,Jordan,1849,Jordan (1849),STIPB,4,STIPB 4,Holotype,Germany,Germany,Valid,
196,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Glanochthon,lellbachae,Glanochthon lellbachae,Krätschmer,2006,Krätschmer (2006),NHMM,2006/14,NHMM 2006/14,Holotype,Germany,Germany,Valid,
197,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Glaukerpeton,avinoffi,Glaukerpeton avinoffi,Romer,1952,Romer (1952),CM,8539,CM 76867,Holotype,USA,USA,Valid,
198,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Glyptognathus,fragilis,Glyptognathus fragilis,Lydekker,1882,Lydekker (1882),GSI,4290,GSI 2257,Holotype,India,india,Nomen dubium,
199,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,Shishkin,1991,Shishkin (1991),PIN,4174/102,PIN 4174/102,Holotype,Russia,Mongolia,Valid,
200,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Gondwanasaurus,bijoriensis,Gondwanasaurus bijoriensis,Lydekker,1885,Lydekker (1885),GSI,2202,GSI 2135,Holotype,India,india,Nomen dubium,
201,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Gonioglyptus,huxleyi,Gonioglyptus huxleyi,Lydekker,1882,Lydekker (1882),GSI,4297,GSI 4290,Holotype,India,India,Nomen dubium,
202,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Gonioglyptus,longirostris,Gonioglyptus longirostris,Huxley,1865,Huxley (1865),GSI,2135,GSI 18071,Holotype,India,India,Nomen dubium,
203,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Hadrokkosaurus,bradyi,Hadrokkosaurus bradyi,Welles,1957,Welles (1957),UCMP,36199,UCMP 36199,Holotype,USA,USA,Valid,
204,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Hesperoherpeton,garnettense,Hesperoherpeton garnettense,"Eaton, Stewart",1960,Peabody (1958),KUVP,9976,KUVP 9976,Holotype,USA,USA,Nomen dubium,the only referred specimen was referred to Trematopidae indet. by Milner
205,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Hyperokynodon,keuperinus,Hyperokynodon keuperinus,Plieninger,1852,Plieninger (1852),SMNS,16670,SMNS 16670,Holotype,Germany,Germany,Valid,
206,Temnospondyli,Rhachitomi,N,N,Eryopiformes,N/A,N/A,N/A,N/A,Eryopiformes,Iberospondylus,schultzei,Iberospondylus schultzei,"Laurin, Soler-Gijón",2001,"Laurin, Soler-Gijón (2001)",PU-ANF,14,PU-ANF 14,Holotype,Spain,Spain,Valid,
207,Temnospondyli,Rhachitomi,Stereospondyli,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Icanosaurus,rectifrons,Icanosaurus rectifrons,Rusconi,1950,Rusconi (1950),MCNA,2661,MCNA 2661,Holotype,Argentina,Argentina,Nomen dubium,holotype lost
208,N,N,N,N,N/A,N/A,N/A,N/A,N/A,Tetrapoda,Ichthycanthus,ohiensis,Ichthycanthus ohiensis,Cope,1877,Cope (1877),AMNH,FARB 5749,AMNH FARB 5661,Holotype,USA,USA,Nomen dubium,fossiliferous component/block missing
209,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,Derwentiinae,Rhytidosteidae,Indobrachyops,panchetensis,Indobrachyops panchetensis,"von Huene, Sahni",1958,"von Huene, Sahni (1958)",GSI,17754,GSI 14046,Holotype,India,India,Valid,
210,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Indolyrocephalus,panchetensis,Indolyrocephalus panchetensis,Tripathi,1969,Tripathi (1969),GSI,17879,GSI 17878,Holotype,India,India,Nomen dubium,
211,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Inflectosaurus,amplus,Inflectosaurus amplus,Shishkin,1960a,Shishkin (1960a),PIN,2242/1,PIN 2242/1,Holotype,Russia,Russia,Valid,
212,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Intasuchidae,N/A,Intasuchidae,Intasuchus,silvicola,Intasuchus silvicola,Konzhukova,1956,Konzhukova (1956),PIN,570/1,PIN 570/1,Holotype,Russia,Russia,Valid,
213,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,N/A,Dissorophidae,Iratusaurus,vorax,Iratusaurus vorax,Gubin,1980,Gubin (1980),PIN,164/300,PIN 164/300,Holotype,Russia,Russia,Valid,
214,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Eobrachyopoidae,N/A,Eobrachyopoidae,Isodectes,obtusus,Isodectes obtusus,Cope,1868,Cope (1868),AMNH,FARB 6928,AMNH FARB 6924,Holotype,USA,USA,Valid,
215,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Jammerbergia,formops,Jammerbergia formops,"Damiani, Hancox",2003,"Damiani, Hancox (2003)",NMQR,1436,NMQR 1436,Holotype,South Africa,South Africa,Valid,
216,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Kalamoiketor,pinkleyi,Kalamoiketor pinkleyi,"Branson, Mehl",1929,"Branson, Mehl (1929)",MU,554,MU 554,Holotype,USA,USA,Nomen dubium,
217,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Kamacops,acervalis,Kamacops acervalis,Gubin,1980,Gubin (1980),PIN,3817/1,PIN 3817/1,Holotype,Russia,Russia,Valid,
218,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Kashmirosaurus,ornatus,Kashmirosaurus ornatus,Woodward,1905,Woodward (1905),GSI,8672,GSI 4297,Holotype,India,India,Valid,
219,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Keratobrachyops,australis,Keratobrachyops australis,Warren,1981,Warren (1981),QM,F10115,QM F10115,Holotype,Australia,Australia,Valid,
220,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Kermitops,gratus,Kermitops gratus,"So, Pardo, Mann",2024,"So, Pardo, Mann (2024)",USNM,407585,USNM 407585,Holotype,USA,USA,Valid,
221,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Kestrosaurus,dreyeri,Kestrosaurus dreyeri,Haughton,1925,Haughton (1925),SAM-PK,3452,SAM-PK-3452,Holotype,South Africa,South Africa,Valid,
222,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Kestrosaurus,kitchingi,Kestrosaurus kitchingi,"Shishkin, Rubidge, Hancox, Welman",2004,"Shishkin, Rubidge, Hancox, Welman (2004)",BP,1/5359,BP/1/4223,Holotype,South Africa,South Africa,Valid,
223,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Koinia,silantjevi,Koinia silantjevi,Gubin,1993,Gubin (1993),PIN,4416/15,PIN 4416/15,Holotype,Russia,Russia,Valid,
224,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Komatosuchus,chalyshevi,Komatosuchus chalyshevi,"Novikov, Shishkin",1992,"Novikov, Shishkin (1992)",PIN,4370/2,PIN 4370/2,Holotype,Russia,Russia,"Disputed (genus, species)","Russian workers consider this valid, whereas non-Russian workers largely regard it as undiagnostic"
225,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Konzhukoviidae,N/A,Konzhukoviidae,Konzhukovia,sangabrielensis,Konzhukovia sangabrielensis,"Pacheco, Eltink, Müller, Dias-da-Silva",2017,"Pacheco, Eltink, Müller, Dias-da-Silva (2017)",UNIPAMPA,PV 00137,UNIPAMPA PV 00137,Holotype,Brazil,Brazil,Valid,
226,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Konzhukoviidae,N/A,Konzhukoviidae,Konzhukovia,tarda,Konzhukovia tarda,Gubin,1991,Gubin (1991),PIN,1758/253,PIN 1758/253,Holotype,Russia,Russia,Valid,
227,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Konzhukoviidae,N/A,Konzhukoviidae,Konzhukovia,vetusta,Konzhukovia vetusta,Konzhukova,1955,Konzhukova (1955),PIN,520/1,PIN 520/1,Holotype,Russia,Russia,Valid,
228,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Koolasuchus,cleelandi,Koolasuchus cleelandi,"Warren, Rich, Vickers-Rich",1997,"Warren, Rich, Vickers-Rich (1997)",NMV,P186213,NMV P186213,Holotype,Australia,Australia,Valid,
229,Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Korkonterpeton,kalnense,Korkonterpeton kalnense,"Werneburg, Stamberg, Steyer",2020,"Werneburg, Stamberg, Steyer (2020)",MHK,82447,MHK 82447,Holotype,Czech Republic,Czech Republic,Valid,
230,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Kourerpeton,bradyi,Kourerpeton bradyi,"Olson, Lammers",1976,"Olson, Lammers (1976)",MMMN,V-600,MMMN V-600,Holotype,Canada,USA?,Valid,locality speculated to be Texas (USA)
231,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Kryostega,collinsoni,Kryostega collinsoni,"Sidor, Damiani, Hammer",2008,"Sidor, Damiani, Hammer (2008)",AMNH,FARB 24419,AMNH FARB 24411,Holotype,USA,Antarctica,Valid,
232,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Kuttycephalus,triangularis,Kuttycephalus triangularis,Sengupta,1995,Sengupta (1995),ISI,A 50,ISI A 50,Holotype,India,India,Valid,
233,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,N/A,Benthosuchidae,Kwatisuchus,rosai,Kwatisuchus rosai,"Pinheiro, Eltink, Paes-Neto, Machado, Simões, Pierce",2024,"Pinheiro, Eltink, Paes-Neto, Machado, Simões, Pierce (2024)",UNIPAMPA,765,UNIPAMPA 765,Holotype,Brazil,Brazil,Valid,
234,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Labyrinthodon,laniarius,Labyrinthodon laniarius,Owen,1842,Owen (1842),unknown,unknown,unknown,Holotype,unknown,UK,Nomen dubium,current location unknown
235,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Labyrinthodon,leptognathus,Labyrinthodon leptognathus,Owen,1842,Owen (1842),WARMS,Gz.38,WARMS Gz.38,Lectotype,UK,UK,Nomen dubium,
236,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,N/A,Cyclotosauridae,Labyrinthodon,pachygnathus,Labyrinthodon pachygnathus,Owen,1842,Owen (1842),WARMS,Gz.14,WARMS Gz.14,Holotype,UK,UK,Nomen dubium,
237,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Labyrinthodon,ventricosus,Labyrinthodon ventricosus,Owen,1842,Owen (1842),unknown,unknown,unknown,Holotype,unknown,UK,Nomen dubium,current location unknown
238,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Australerpetinae,Rhinesuchidae,Laccosaurus,watsoni,Laccosaurus watsoni,Haughton,1925,Haughton (1925),SAM-PK,4010,SAM-PK-4010,Holotype,South Africa,South Africa,Valid,
239,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Lafonius,lehmani,Lafonius lehmani,Berman,1973,Berman (1973),CM,25474,CM unknown,Holotype,USA,USA,Valid,
240,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Laidleria,gracilis,Laidleria gracilis,Kitching,1957,Kitching (1957),AMG,4313,AMG F125866,Holotype,South Africa,South Africa,Valid,
241,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Lapillopsis,nana,Lapillopsis nana,"Warren, Hutchinson",1990,"Warren, Hutchinson (1990)",QM,F12284,QM F12284,Holotype,Australia,Australia,Valid,
242,Temnospondyli,Rhachitomi,Trematosauria,Stereospondyli,N/A,N/A,N/A,Latiscopidae,N/A,Latiscopidae,Latiscopus,disjunctus,Latiscopus disjunctus,Wilson,1948,Wilson (1948),UT-BEG,31025-182,UT-BEG 31025-182,Holotype,USA,USA,Nomen dubium,
243,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Leptorophus,raischi,Leptorophus raischi,Schoch,2014,Schoch (2014),UGKU,1800,UGKU 1800,Holotype,Germany,Germany,Valid,
244,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Leptorophus,tener,Leptorophus tener,Schönfeld,1911,Schönfeld (1911),MMG,PzP1,MMG PzP1,Holotype,Germany,Germany,Valid,
245,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Limnerpeton,modestum,Limnerpeton modestum,Frič,1881,Frič (1881),NMP,M464,NMP M464,Holotype,Czech Republic,Czech Republic,Nomen dubium,
246,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Limnogyrinus,edani,Limnogyrinus edani,Werneburg,1989a,Werneburg (1989a),FG,321/8/157,FG 321/10/28,Holotype,Germany,Germany,Valid,
247,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Limnogyrinus,elegans,Limnogyrinus elegans,Frič,1881,Frič (1881),NMP,477,NMP 477,Holotype,Czech Republic,Czech Republic,Valid,
248,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,Luzocephalus,blomi,Luzocephalus blomi,Shishkin,1980,Shishkin (1980),PIN,3784/1,PIN 3784/1,Holotype,Russia,Russia,Valid,
249,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,Lydekkerina,huxleyi,Lydekkerina huxleyi,Lydekker,1889,Lydekker (1889),NHMUK,R.507,NHMUK R.507,Holotype,UK,South Africa,Valid,
250,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Lyrocephaliscus,euri,Lyrocephaliscus euri,Wiman,1913,Wiman (1913),PIU,U.1,PIU U.1,Holotype,Sweden,Norway,Valid,
251,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Lysipterygium,risinense,Lysipterygium risinense,"Wadia, Swinton",1928,"Wadia, Swinton (1928)",GSI,14046,GSI N 832,Holotype,India,India,Valid,
252,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Rhachitomi,Macrerpeton,huxleyi,Macrerpeton huxleyi,Cope,1874,Cope (1874),AMNH,FARB 6834,AMNH FARB 5749,Holotype,USA,USA,Valid,
253,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Macromerion,abbreviatum,Macromerion abbreviatum,Frič,1885b,Frič (1885b),NMP,596,NMP 596,Holotype,Czech Republic,Czech Republic,Nomen dubium,
254,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Macromerion,bicolor,Macromerion bicolor,Frič,1885b,Frič (1885b),NMP,593,NMP 593,Holotype,Czech Republic,Czech Republic,Nomen dubium,
255,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Macromerion,pauperum,Macromerion pauperum,Frič,1885b,Frič (1885b),NMP,uncatalogued,NMP uncatalogued,Holotype,Czech Republic,Czech Republic,Nomen dubium,
256,N,N,N,N,N/A,N/A,N/A,N/A,N/A,Tetrapoda,Macromerium,bayeri,Macromerium bayeri,Frič,1885,Frič (1885),NHMUK,R.1467,NHMUK R.1467,Holotype,UK,Czech Republic,Nomen dubium,questionably temnospondyl
257,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,Lehman,1966,Lehman (1966),MNHN,MAE 3037,MNHN MAE 3037,Holotype,France,Madagascar,Valid,
258,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Manubrantlia,khaki,Manubrantlia khaki,"Yates, Sengupta",2002,"Yates, Sengupta (2002)",ISI,A 57,ISI A 57,Holotype,India,India,Valid,
259,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,cappelensis,Mastodonsaurus cappelensis,Wepfer,1923a,Wepfer (1923a),STIPB,R-390,STIPB-R-390,Lectotype,Germany,Germany,Valid,compare Schoch & Milner (2000) with Damiani (2001a)
260,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,giganteus,Mastodonsaurus giganteus,Jaeger,1828,Jaeger (1828),SMNS,55911,SMNS 55911,Lectotype,Germany,Germany,Valid,
261,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastodonsaurus,indicus,Mastodonsaurus indicus,Lydekker,1890b,Lydekker (1890b),IM,H20/6,IM H20/6,Holotype,India,India,Nomen dubium,
262,Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mastodonsaurus,ingens,Mastodonsaurus ingens,Trusheim,1937,Trusheim (1937),unknown,unknown,unknown,Type (unspecified),unknown,Germany,Nomen dubium,"suggested to be a junior synonym of M. cappelensis by Schoch (1999), but this was not addressed in the revision of the taxon by Schoch et al. (2023); information unknown from literature available to me"
263,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastodonsaurus,keuperinus,Mastodonsaurus keuperinus,Fraas,1889,Fraas (1889),SMNS,4937,SMNS 4937,Type (unspecified),Germany,Germany,Nomen dubium,type was likely not designated by Fraas; this is one of the originally referred specimens
264,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,lavisi,Mastodonsaurus lavisi,Seeley,1876,Seeley (1876),NHMUK,R.4215,NHMUK R.4215,Holotype,UK,UK,Nomen dubium,
265,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Mastodonsaurus,meyeri,Mastodonsaurus meyeri,Muenster,1834,Muenster (1834),unknown,unknown,unknown,Holotype,unknown,Germany,Nomen dubium,
