Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Taxon,Genus,Species,Institution,Number,Specimen,Length_mm,Epoch_lower,Epoch_upper,Reference,Geography,Notes
1469,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Rotaryus gothae,Rotaryus,gothae,MNG,10182,MNG 10182,48,Cisuralian,Cisuralian,Berman et al. (2011:51),Germany,Werneburg (2024:165) lists it as 47 mm
1470,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Rotaurisaurus contundo,Rotaurisaurus,contundo,UTGD,87795,UTGD 87795,41.5,Lower Triassic,Lower Triassic,Gee et al. (2021:table 1),Australia,
1471,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Rubeostratilia texensis,Rubeostratilia,texensis,FMNH,PR 1460,FMNH PR 1460,42,Cisuralian,Cisuralian,Schoch & Milner (2014:62),USA,
1472,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Saharastega moradiensis,Saharastega,moradiensis,MNN,MOR73,MNN MOR73,390,Lopingian,Lopingian,Damiani et al. (2006:561),Niger,
1473,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Samarabatrachus bjerringi,Samarabatrachus,bjerringi,PIN,2426/16,PIN 2426/16,153,Lower Triassic,Lower Triassic,Novikov (2016:301),Russia,
1474,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Sangaia lavinai,Sangaia,lavinai,UMVT,4302,UMVT 4302,not yet estimated,Lower Triassic,Lower Triassic,Dias-da-Silva et al. (2006),Brazil,
1475,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Scapanops neglectus,Scapanops,neglectus,MCZ,2369,MCZ 2369,79,Cisuralian,Cisuralian,Schoch & Sues (2013:438),USA,
1476,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Schoenfelderpeton prescheri,Schoenfelderpeton,prescheri,FG,321/10/17a,FG 321/10/17a,5,Cisuralian,Cisuralian,Werneburg (2024:163),Germany,
1477,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Schoenfelderpeton prescheri,Schoenfelderpeton,prescheri,MMG,321/10/17b,MMG 321/10/17b,7.3,Cisuralian,Cisuralian,Werneburg (2024:163),Germany,
1478,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Schoenfelderpeton prescheri,Schoenfelderpeton,prescheri,MMG,"PzP 38, 38a","MMG PzP 38, 38a",22,Cisuralian,Cisuralian,Boy (1986:149),Germany,
1479,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus bavaricus,Sclerocephalus,bavaricus,MB,Am.442,MB.Am.442,180,Cisuralian,Cisuralian,Werneburg et al. (2020:table 1),Germany,
1480,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus concordiae,Sclerocephalus,concordiae,GZG,V 7998,GZG.V 7998,185,Cisuralian,Cisuralian,Schoch & Sobral (2021:1310),Germany,
1481,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,BSM,1981 I 99,BSM 1981 I 99,180,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1482,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,GPIM,N 1163,GPIM N 1163,80,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1483,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,GPIM,N 1203,GPIM N 1203,209,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,off by 31 mm from Schoch & Witzmann (2009a:141)
1484,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,GPIM,N 400,GPIM N 400,35,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1485,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1189,MB.Am 1189,22,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,alternatively ID'd as adult Micromelerpeton credneri by Witzmann & Pfretzschner (2003)
1486,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1203,MB.Am 1203,27,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1487,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1227,MB.Am 1227,11,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1488,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1233,MB.Am 1233,80,Cisuralian,Cisuralian,Witzmann (2007:817),Germany,
1489,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1291,MB.Am 1291,26,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1490,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1293,MB.Am 1293,27.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,unclear how discrepancy with Witzmann (2007) arose
1491,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1294,MB.Am 1294,18,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1492,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1298,MB.Am 1298,72,Cisuralian,Cisuralian,Witzmann (2007:817),Germany,
1493,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1301,MB.Am 1301,17.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1494,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1302,MB.Am 1302,19,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1495,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1303,MB.Am 1303,15.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1496,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1304,MB.Am 1304,26,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1497,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1305,MB.Am 1305,15.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1498,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1306,MB.Am 1306,18.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1499,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1307,MB.Am 1307,16.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1500,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1308,MB.Am 1308,12,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1501,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1309,MB.Am 1309,19,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1502,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1311,MB.Am 1311,29,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1503,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1313,MB.Am 1313,20,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1504,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1314,MB.Am 1314,21,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1505,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1316,MB.Am 1316,13.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1506,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1360,MB.Am 1360,16.5,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1507,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MB,Am 1361,MB.Am 1361,32,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1508,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,MHNF,27797,MHNF 27797,120,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1509,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,NHMS,"WP 10622a, b","NHMS WP 10622a, b",1.8,Cisuralian,Cisuralian,Werneburg (2018:22),Germany,
1510,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,POL-F,1991-1,POL-F 1991-1,18,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1511,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,POL-F,1992-2,POL-F 1992-2,19,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1512,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SDM,3,SDM 3,22,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1513,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SGM,67,SGM 67,37,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1514,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SKO,810,SKO 810,12,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1515,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNK,uncatalogued,SMNK uncatalogued,183,Cisuralian,Cisuralian,Witzmann (2007:817),Germany,
1516,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51307,SMNS 51307,29,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1517,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51308,SMNS 51308,19,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1518,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51311,SMNS 51311,26,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1519,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51314,SMNS 51314,20,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1520,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51367,SMNS 51367,13,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1521,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51373,SMNS 51373,14,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1522,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51377,SMNS 51377,35,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1523,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,51398,SMNS 51398,26,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1524,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,54989,SMNS 54989,17,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1525,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,58784,SMNS 58784,81,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,
1526,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,58989,SMNS 58989,15,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,
1527,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,81711,SMNS 81711,31,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1528,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,81833,SMNS 81833,28,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1529,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,81851,SMNS 81851,23,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1530,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,81852,SMNS 81852,25,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1531,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,81853,SMNS 81853,16,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1532,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,81854,SMNS 81854,19,Cisuralian,Cisuralian,Schoch (2003:1057),Germany,
1533,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,90055,SMNS 90055,182,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,
1534,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,91280,SMNS 91280,190,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,
1535,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,91282,SMNS 91282,97,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,
1536,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SMNS,91283,SMNS 91283,149,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,
1537,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM (G718P),SSN-11OM (G718P),1.2,Cisuralian,Cisuralian,Werneburg et al. (2023:72),Germany,
1538,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM105,SSN-11OM105,8,Cisuralian,Cisuralian,Werneburg et al. (2023:73),Germany,
1539,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM112,SSN-11OM112,26,Cisuralian,Cisuralian,Werneburg et al. (2023:73),Germany,
1540,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM124a,SSN-11OM124a,6.2,Cisuralian,Cisuralian,Werneburg et al. (2023:72),Germany,
1541,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM126,SSN-11OM126,9,Cisuralian,Cisuralian,Werneburg et al. (2023:73),Germany,
1542,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,"11OM12a, b","SSN-11OM12a, b",2.4,Cisuralian,Cisuralian,Werneburg (2018:23),Germany,
1543,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM137b,SSN-11OM137b,6.8,Cisuralian,Cisuralian,Werneburg et al. (2023:72),Germany,
1544,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,"11OM18a, b","SSN-11OM18a, b",1.6,Cisuralian,Cisuralian,Werneburg (2018:21),Germany,
1545,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM56a,SSN-11OM56a,0.8,Cisuralian,Cisuralian,Werneburg (2018:16),Germany,
1546,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM67,SSN-11OM67,1,Cisuralian,Cisuralian,Werneburg et al. (2023:72),Germany,
1547,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM74-1,SSN-11OM74-1,1.1,Cisuralian,Cisuralian,Werneburg et al. (2023:72),Germany,
1548,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM74-2,SSN-11OM74-2,1.8,Cisuralian,Cisuralian,Werneburg et al. (2023:72),Germany,
1549,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM87a,SSN-11OM87a,11.5,Cisuralian,Cisuralian,Werneburg et al. (2023:73),Germany,
1550,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,SSN,11OM92a,SSN-11OM92a,9.5,Cisuralian,Cisuralian,Werneburg et al. (2023:73),Germany,
1551,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,STIPB,Am.105,STIPB.Am.105,29,Cisuralian,Cisuralian,Schoch (2003:1056),Germany,
1552,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,UGKU,?,UGKU ?,110,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,
1553,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,UGKU,?,UGKU ?,32,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,"some caution should be exercised in whether this is S. haeuseri; Rinehart & Lucas list the specimen as 'Odenheim/Glan', which may be interpreted as a subdivision of the Meisenheim in which Glanochthon occurs"
1554,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,UGKU,?,UGKU ?,30,Cisuralian,Cisuralian,Rinehart & Lucas (2023:appendix 9),Germany,"some caution should be exercised in whether this is S. haeuseri; Rinehart & Lucas list the specimen as 'Odenheim/Glan', which may be interpreted as a subdivision of the Meisenheim in which Glanochthon occurs"
1555,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,unspecified,unspecified,unspecified,100,Cisuralian,Cisuralian,Schoch & Witzmann (2009a:table 1),N/A,
1556,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,unspecified,unspecified,unspecified,130,Cisuralian,Cisuralian,Schoch & Witzmann (2009a:table 1),N/A,
1557,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,unspecified,unspecified,unspecified,130,Cisuralian,Cisuralian,Schoch & Witzmann (2009a:table 1),N/A,
1558,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,unspecified,unspecified,unspecified,140,Cisuralian,Cisuralian,Schoch & Witzmann (2009a:table 1),N/A,
1559,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,unspecified,unspecified,unspecified,120,Cisuralian,Cisuralian,Schoch & Witzmann (2009a:table 1),N/A,
