Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Genus,Species,Taxon,Institution,Number,Specimen,Includes,Status,Geography,Assemblage.Zone,Group,Horizon,Formation,Epoch_lower,Epoch_upper,Site.name,Site.code,References,Notes
2663,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63010,NMMNH P-63010,tibia,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2664,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63011,NMMNH P-63011,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2665,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63012,NMMNH P-63012,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2666,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63327,NMMNH P-63327,partial skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2667,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63328,NMMNH P-63328,nearly complete skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2668,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63329,NMMNH P-63329,humerus,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2669,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63330,NMMNH P-63330,pleurocentrum?,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2670,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63331,NMMNH P-63331,fibula,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2671,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63332,NMMNH P-63332,phalanx,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2672,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63333,NMMNH P-63333,femur,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2673,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63334,NMMNH P-63334,femur,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2674,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63335,NMMNH P-63335,partial haemal arch,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2675,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Platyhystricinae,Dissorophidae,Platyhystrix,cf. rugosa,Platyhystrix cf. rugosa,NMMNH,P-63350,NMMNH P-63350,partial skull,referred,USA,N/A,Yeso Group,N/A,Abo Formation,Cisuralian,Cisuralian,Gallina Well,,Cantrell et al. (2013),
2676,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63400,NMMNH P-63400,phalanx,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2677,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63401,NMMNH P-63401,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2678,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63402,NMMNH P-63402,intercentrum,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2679,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63403,NMMNH P-63403,cleithrum,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2680,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63404,NMMNH P-63404,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2681,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63405,NMMNH P-63405,partial skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2682,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63406,NMMNH P-63406,partial interclavicle,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2683,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63407,NMMNH P-63407,intercentrum,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2684,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63408,NMMNH P-63408,ilium,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2685,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63461,NMMNH P-63461,hemimandibular fragment,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2686,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63462,NMMNH P-63462,centrum fragment,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2687,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63463,NMMNH P-63463,rib fragments,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2688,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63464,NMMNH P-63464,cranial fragment,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2689,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-63832,NMMNH P-63832,skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2023),
2690,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64083,NMMNH P-64083,squamosal,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2691,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64126,NMMNH P-64126,skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2023),
2692,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64152,NMMNH P-64152,left scapulocoracoid,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2693,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64153,NMMNH P-64153,partial femur,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2694,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64154,NMMNH P-64154,partial dentary,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2695,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64155,NMMNH P-64155,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2696,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64156,NMMNH P-64156,scapulocoracoid,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2697,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64157,NMMNH P-64157,tabular,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2698,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64158,NMMNH P-64158,partial humerus,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2699,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64159,NMMNH P-64159,tooth,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2700,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64160,NMMNH P-64160,rib fragments,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2701,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64161,NMMNH P-64161,nasal,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2702,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64162,NMMNH P-64162,haemal arch,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2703,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64163,NMMNH P-64163,tooth,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2704,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64164,NMMNH P-64164,partial hemimandible,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2705,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64165,NMMNH P-64165,left femur,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2706,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64166,NMMNH P-64166,nearly complete skull,holotype,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2707,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64261,NMMNH P-64261,right femur,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2708,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64262,NMMNH P-64262,femur,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2709,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64310,NMMNH P-64310,femur,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2710,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64313,NMMNH P-64313,rib fragments,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2711,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64314,NMMNH P-64314,una,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2712,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64315,NMMNH P-64315,partial rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2713,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64316,NMMNH P-64316,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2714,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64317,NMMNH P-64317,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2715,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64318,NMMNH P-64318,phalanx,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2716,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64319,NMMNH P-64319,rib,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2717,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64320,NMMNH P-64320,interclavicle fragments,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2718,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64321,NMMNH P-64321,intercentrum,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
2719,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64360,NMMNH P-64360,nearly complete skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2720,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64408,NMMNH P-64408,nearly complete skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2721,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64409,NMMNH P-64409,partial right hemimandible,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2722,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64410,NMMNH P-64410,partial right hemimandible,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart et al. (2015),
2723,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,appetolatus,Eocyclotosaurus appetolatus,NMMNH,P-64411,NMMNH P-64411,interclavicle,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Tecolotito bonebed,NMMNH L-5193,Rinehart & Lucas (2016),
